part,id,key,CN,EN,JP,VI_old,VI_new,HV_new,reason
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_3_2_2001_1,Main_LahaiRoi_3_2_2001_1,是你算错了，按照你预设的时间，炉芯的旋转角度是千分之四点零六转。,"You have made an error. If we follow your calculations, the Reactor Drive's rotation angle stands at four point zero six thousandths of a turn.",その計算が間違ってるのよ。あなたが設定した時間だと、ドライブの回転角度は1000分の4.06周よ。,"Là cậu tính sai đấy chứ. Theo thời gian cậu đặt, góc xoay của Lõi Lò phải là bốn phẩy không sáu phần nghìn vòng (Jué).","Là cậu tính sai đấy chứ. Theo thời gian cậu đặt, góc xoay của Lõi Lò phải là bốn phẩy không sáu phần nghìn vòng.","Là cậu tính sai đấy chứ. Theo thời gian cậu đặt, góc xoay của Lõi Lò phải là bốn phẩy không sáu phần nghìn vòng.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_3_2_2001_2,Main_LahaiRoi_3_2_2001_2,不不不，肯定是你算错了——我已经验算了八遍，就是千分之四点零八转！,"No, no, no! It is you who is mistaken. I've recalculated it eight times, and it is four point zero eight thousandths of a turn!",いや、お前の計算が間違ってる――俺はもう8回も検算したぞ、1000分の4.08周だ！,"Không không không, chắc chắn là cô tính sai - tôi đã kiểm tra lại tám lần rồi (Kinh Nghiệm), chính xác là bốn phẩy không tám phần nghìn vòng!","Không không không, chắc chắn là cô tính sai - tôi đã kiểm tra lại tám lần rồi, chính xác là bốn phẩy không tám phần nghìn vòng!","Không không không, chắc chắn là cô tính sai - tôi đã kiểm tra lại tám lần rồi, chính xác là bốn phẩy không tám phần nghìn vòng!",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_3_2_20_1,Main_LahaiRoi_3_2_20_1,是你算错了，按照你预设的时间，炉芯的旋转角度是千分之四点零六转。,"You have made an error. If we follow your calculations, the Reactor Drive's rotation angle stands at four point zero six thousandths of a turn.",その計算が間違ってるのよ。あなたが設定した時間だと、ドライブの回転角度は1000分の4.06周よ。,"Là cậu tính sai đấy chứ. Theo thời gian cậu đặt, góc xoay của Lõi Lò phải là bốn phẩy không sáu phần nghìn vòng (Jué).","Là cậu tính sai đấy chứ. Theo thời gian cậu đặt, góc xoay của Lõi Lò phải là bốn phẩy không sáu phần nghìn vòng.","Là cậu tính sai đấy chứ. Theo thời gian cậu đặt, góc xoay của Lõi Lò phải là bốn phẩy không sáu phần nghìn vòng.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_3_2_20_2,Main_LahaiRoi_3_2_20_2,不不不，肯定是你算错了——我已经验算了八遍，就是千分之四点零八转！,"No, no, no! It is you who is mistaken. I've recalculated it eight times, and it is four point zero eight thousandths of a turn!",いや、お前の計算が間違ってる――俺はもう8回も検算したぞ、1000分の4.08周だ！,"Không không không, chắc chắn là cô tính sai - tôi đã kiểm tra lại tám lần rồi (Kinh Nghiệm), chính xác là bốn phẩy không tám phần nghìn vòng!","Không không không, chắc chắn là cô tính sai - tôi đã kiểm tra lại tám lần rồi, chính xác là bốn phẩy không tám phần nghìn vòng!","Không không không, chắc chắn là cô tính sai - tôi đã kiểm tra lại tám lần rồi, chính xác là bốn phẩy không tám phần nghìn vòng!",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_3_2_20_3,Main_LahaiRoi_3_2_20_3,请问，你们见过伊摩尔祭司吗？,Excuse me. Have you seen Foreseer Yngvar around?,{Male=急にすまない、イングヴァール司祭に会ったことはないか？;Female=急にごめん、イングヴァール司祭に会ったことはない？},"{Male=Xin hỏi, các vị đã gặp Tư Tế Yngvar chưa?;Female=Xin hỏi, các vị đã gặp Tư Tế Yngvar chưa?}","{Male=Xin hỏi, các vị đã gặp Tư tế Yngvar chưa?;Female=Xin hỏi, các vị đã gặp Tư tế Yngvar chưa?}","{Male=Xin hỏi, các vị đã gặp Tư tế Yngvar chưa?;Female=Xin hỏi, các vị đã gặp Tư tế Yngvar chưa?}",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_3_2_20_4,Main_LahaiRoi_3_2_20_4,伊摩尔祭司？哈哈，我们怎么可能私下见过他。,Foreseer Yngvar? Ha! We'd have no chance of such a meeting.,イングヴァール司祭だって？ははっ、俺たちがプライベートで会えるわけないだろう。,"Tư Tế Yngvar ư? Haha, làm gì có chuyện chúng tôi được gặp riêng ngài ấy.","Tư tế Yngvar ư? Haha, làm gì có chuyện chúng tôi được gặp riêng ngài ấy.","Tư tế Yngvar ư? Haha, làm gì có chuyện chúng tôi được gặp riêng ngài ấy.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_3_2_20_5,Main_LahaiRoi_3_2_20_5,历代秘日六席里，像伊摩尔这样几乎从不在族人面前现身的都是少数。你们要见他的话，明天的「归源之仪」可要抓紧机会了。,"In the history of the Heliodic Six, those like Yngvar seldom walk among us. If you seek him, your best hope lies in the Rite of Return on the morrow.",まぁ、イングヴァール司祭のような一族の者の前にほとんど姿を現さない人は、歴代の「<ano=日隠れの六席>ヘリオディック・シックス</ano>」の中でも少数派だけどな。もし会いたいなら、明日の「帰還の儀」に来たほうがいい。,"Trong các đời <ano=Heliodic Six>Hội đồng Sáu Mặt Trời Bí Ẩn</ano> (<ano=Heliodic Six>Lục Tịch</ano>), những người như Yngvar (<ano=Eee>Eee</ano>) - gần như không bao giờ xuất hiện trước mặt tộc dân - chỉ là số ít. Nếu các vị muốn gặp ngài ấy, thì phải nắm chắc cơ hội ở <ano=Rite of Return>Nghi lễ Quy Nguyên</ano> ngày mai đấy.","Trong lịch sử <ano=Heliodic Six>Lục Tịch</ano><ano=Heliodic Six></ano>, những người như Yngvar<ano=Eee></ano> — gần như không bao giờ xuất hiện trước tộc dân — chỉ là số ít. Nếu các vị muốn gặp ông ấy, thì ngày mai ở <ano=Rite of Return>Nghi lễ Quy Nguyên</ano> phải tranh thủ cơ hội.","Trong lịch sử <ano=Heliodic Six>Lục Tịch</ano><ano=Heliodic Six></ano>, những người như Yngvar<ano=Eee></ano> — gần như không bao giờ xuất hiện trước tộc dân — chỉ là số ít. Nếu các vị muốn gặp ông ấy, thì ngày mai ở <ano=Rite of Return>Nghi lễ Quy Nguyên</ano> phải tranh thủ cơ hội.",term lock Heliodic Six→Lục Tịch + natural dialogue
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_3_2_20_6,Main_LahaiRoi_3_2_20_6,唉，我记得「视界」之席继位之前，还会像这样和我们一起比赛算数呢。,"Ah, I still remember how the current ""Eye"" joined us in such spirited debates of numbers before taking her seat. Mmm, she would.",はぁ、「視る者」が就任する前は、一緒に計算の勝負をしてたな。,"Haizz, tôi vẫn nhớ trước khi nhậm chức Tịch Tầm Mắt, cô ấy còn cùng chúng tôi thi đấu (trận đấu) tính toán như thế này cơ đấy.","Haizz, tôi vẫn nhớ trước khi nhậm chức Tịch Tầm Mắt, cô ấy còn cùng chúng tôi thi đấu tính toán như thế này cơ đấy.","Haizz, tôi vẫn nhớ trước khi nhậm chức Tịch Tầm Mắt, cô ấy còn cùng chúng tôi thi đấu tính toán như thế này cơ đấy.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_3_2_21_3,Main_LahaiRoi_3_2_21_3,请问，你见过伊摩尔祭司吗？,Excuse me. Have you seen Foreseer Yngvar around?,{Male=急にすまない、イングヴァール司祭に会ったことはないか？;Female=急にごめん、イングヴァール司祭に会ったことはない？},"{Male=Xin hỏi, cô đã gặp Tư Tế Yngvar chưa?;Female=Xin hỏi, cô đã gặp Tư Tế Yngvar chưa?}","{Male=Xin hỏi, cô đã gặp Tư tế Yngvar chưa?;Female=Xin hỏi, cô đã gặp Tư tế Yngvar chưa?}","{Male=Xin hỏi, cô đã gặp Tư tế Yngvar chưa?;Female=Xin hỏi, cô đã gặp Tư tế Yngvar chưa?}",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_3_2_21_4,Main_LahaiRoi_3_2_21_4,伊摩尔祭司……对哦，毕竟明天就是「归源之仪」，难免要遇见他的。,"Foreseer Yngvar... Yes, with the Rite of Return on the morrow, we will likely meet him.",イングヴァール司祭ですか……？明日の「帰還の儀」に出れば、彼に会えるでしょう。,"Tư Tế Yngvar... Đúng nhỉ, dù sao mai cũng là Nghi lễ Quy Nguyên, ắt sẽ gặp được ngài ấy thôi.","Tư tế Yngvar... Đúng nhỉ, dù sao mai cũng là Nghi lễ Quy Nguyên, ắt sẽ gặp được ngài ấy thôi.","Tư tế Yngvar... Đúng nhỉ, dù sao mai cũng là Nghi lễ Quy Nguyên, ắt sẽ gặp được ngài ấy thôi.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_3_2_21_7,Main_LahaiRoi_3_2_21_7,虽说他毕竟是由引日殿选出的继任者，我们不会质疑他的资格。,"Though as one of the successors to the Heliodic Six, his standing is not for us to question.",「<ano=太陽の聖殿>ソリサイルム</ano>」に選出された後継者ですし、資格は疑っていませんが。,"Dù sao ngài ấy cũng là Người kế nhiệm (<ano=successor>Người kế nhiệm</ano>) do <ano=Solisylum>Điện Dẫn Nhật</ano> (Đền) chọn ra, <ano=We Are One>chúng tôi</ano> sẽ không nghi ngờ tư cách của ngài ấy.","Dù sao ông ấy cũng là <ano=successor>người kế nhiệm</ano> do <ano=Solisylum>Điện Dẫn Nhật</ano> lựa chọn, <ano=We Are One>chúng tôi</ano> không có lý do gì để nghi ngờ tư cách của ông ấy.","Dù sao ông ấy cũng là <ano=successor>người kế nhiệm</ano> do <ano=Solisylum>Điện Dẫn Nhật</ano> lựa chọn, <ano=We Are One>chúng tôi</ano> không có lý do gì để nghi ngờ tư cách của ông ấy.",natural dialogue + glossary cleanup
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_3_2_21_8,Main_LahaiRoi_3_2_21_8,不过，可以的话，我还是更希望将来的秘日六席是一个被日灵喜欢的人……就像西格莉卡那样。,"Still, I would hope that the future Heliodic Six is one favored by the Soliskin... someone like Sigrika, perhaps.",それでも、「<ano=日隠れの六席>ヘリオディック・シックス</ano>」になる方は、精霊に愛されている方のほうがいいですね……シグリカさんのように。,"Nhưng nếu được, tôi vẫn <ano=hope>hy vọng</ano> rằng <ano=Heliodic Six>Hội đồng Sáu Mặt Trời Bí Ẩn</ano> (<ano=Heliodic Six>Lục Tịch</ano>) trong tương lai sẽ là một người được Nhật Linh yêu mến (<ano=card>thẻ bài</ano>; Cách)... giống như Sigrika vậy.","Nhưng nếu có thể, tôi vẫn <ano=hope>mong</ano> Lục Tịch<ano=Heliodic Six></ano><ano=Heliodic Six></ano> trong tương lai sẽ là một người được Nhật Linh yêu mến<ano=card></ano>... giống như Sigrika.","Nhưng nếu có thể, tôi vẫn <ano=hope>mong</ano> Lục Tịch<ano=Heliodic Six></ano><ano=Heliodic Six></ano> trong tương lai sẽ là một người được Nhật Linh yêu mến<ano=card></ano>... giống như Sigrika.",term lock + natural dialogue
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_3_2_22_2,Main_LahaiRoi_3_2_22_2,请问，你见过伊摩尔祭司吗？,Excuse me. Have you seen Foreseer Yngvar around?,{Male=急にすまない、イングヴァール司祭に会ったことはないか？;Female=急にごめん、イングヴァール司祭に会ったことはない？},"{Male=Xin hỏi, bà đã gặp Tư Tế Yngvar chưa?;Female=Xin hỏi, bà đã gặp Tư Tế Yngvar chưa?}","{Male=Xin hỏi, bà đã gặp Tư tế Yngvar chưa?;Female=Xin hỏi, bà đã gặp Tư tế Yngvar chưa?}","{Male=Xin hỏi, bà đã gặp Tư tế Yngvar chưa?;Female=Xin hỏi, bà đã gặp Tư tế Yngvar chưa?}",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
